id,cable_id,description,name,color,coordinates,length,rfs,owners,url,col10
taba-aqaba,1806,"[{""landing_point_id"":4363,""name"":""Aqaba, Jordan"",""latlon"":""29.531758,35.006972""},{""landing_point_id"":10498,""name"":""Taba, Egypt"",""latlon"":""29.492574,34.894863""}]",Taba-Aqaba,#99a53a,"<MultiGeometry><LineString><coordinates>34.894873734238,29.4925780546397,0 35.0070806859995,29.5319262602681,0</coordinates></LineString></MultiGeometry>",n.a.,n.a.,n.a.,,
tannat,1860,"[{""landing_point_id"":5963,""name"":""Maldonado, Uruguay"",""latlon"":""-34.900389,-54.950175""},{""landing_point_id"":3411,""name"":""Santos, Brazil"",""latlon"":""-23.961844,-46.328072""}]",Tannat,#b6b8ba,"<MultiGeometry><LineString><coordinates>-46.3280667735439,-23.961845467703,0 -45.8998932487411,-25.1341865470612,0 -46.3498929299571,-27.9517472852198,0 -48.5998913360371,-32.6127600057358,0 -50.8498897421171,-34.4877544786949,0 -53.5498878294131,-35.2262667197662,0 -54.9420743431751,-34.9225621388696,0</coordinates></LineString></MultiGeometry>","2,000 km",2018,"Google,  Antel Uruguay",,
south-atlantic-inter-link-sail,1856,"[{""landing_point_id"":3347,""name"":""Fortaleza, Brazil"",""latlon"":""-3.718836,-38.542968""},{""landing_point_id"":10095,""name"":""Kribi, Cameroon"",""latlon"":""2.932918,9.910414""}]",South Atlantic Inter Link (SAIL),#b6b8ba,"<MultiGeometry><LineString><coordinates>-38.5429648667082,-3.7187365325791,0 -35.999900261989,-2.58053670498399,0 -34.199901537125,-2.13091848096027,0 -25.1999079128049,-1.2313157502174,0 -10.7999181138927,-0.331409329660171,0 -3.59992321443669,-0.331409329660171,0 1.57507311954734,0.79356265260728,0 6.30006977231538,1.91822878021566,0 8.10006849717941,2.48031178685879,0 9.00006785961142,2.59270146460188,0 9.91022346484863,2.93312484560912,0</coordinates></LineString></MultiGeometry>","5,900 km",2018,"Camtel,  China Unicom",,
brusa,1873,"[{""landing_point_id"":3347,""name"":""Fortaleza, Brazil"",""latlon"":""-3.718836,-38.542968""},{""landing_point_id"":3242,""name"":""Rio de Janeiro, Brazil"",""latlon"":""-22.903397,-43.209568""},{""landing_point_id"":4262,""name"":""San Juan, Puerto Rico, United States"",""latlon"":""18.465833,-66.106664""},{""landing_point_id"":4862,""name"":""Virginia Beach, Virginia, United States"",""latlon"":""36.755009,-76.059198""}]",BRUSA,#b6b8ba,"<MultiGeometry><LineString><coordinates>-63.4498808161652,24.9413631717539,0 -65.6998792222452,20.3750412534655,0 -66.1498789034612,19.1044054759306,0 -66.1066660434486,18.4661054185857,0</coordinates></LineString><LineString><coordinates>-35.549900580773,0.568578852526363,0 -38.5429648667082,-3.7187365325791,0</coordinates></LineString><LineString><coordinates>-43.2095631233462,-22.9034952093741,0 -42.299895799013,-23.9059692617902,0 -40.949896755365,-24.316706749469,0 -37.349899305637,-23.4939224458978,0 -32.849902493477,-18.0264263837134,0 -31.0499037686129,-13.6989872696108,0 -29.9249045655729,-9.29042430103552,0 -31.4999034498289,-4.82569249921744,0 -35.549900580773,0.568578852526363,0 -41.399896436581,7.74488905255147,0 -48.5998913360371,14.8011542247916,0 -57.5998849603572,21.216397899942,0 -63.4498808161652,24.9413631717539,0 -69.2998766719733,29.7360694972921,0 -73.3498738029173,33.5654914823521,0 -75.5998722089973,35.7856618995262,0 -75.8248720496053,36.1498667868178,0 -76.0591980554816,36.7550084406425,0</coordinates></LineString></MultiGeometry>","11,000 km",Q2 2018,Telxius,http://www.telxius.com,
ellalink,1725,"[{""landing_point_id"":3347,""name"":""Fortaleza, Brazil"",""latlon"":""-3.718836,-38.542968""},{""landing_point_id"":5935,""name"":""Funchal, Portugal"",""latlon"":""32.646869,-16.908945""},{""landing_point_id"":4257,""name"":""Praia, Cape Verde"",""latlon"":""14.923013,-23.521247""},{""landing_point_id"":3411,""name"":""Santos, Brazil"",""latlon"":""-23.961844,-46.328072""},{""landing_point_id"":9754,""name"":""Sines, Portugal"",""latlon"":""37.957218,-8.869594""}]",EllaLink,#b6b8ba,"<MultiGeometry><LineString><coordinates>-38.5429648667082,-3.7187365325791,0 -35.099900899557,0.568578852526363,0 -31.0499037686129,3.7159781192981,0 -27.8595007552869,7.7166326228829,0 -25.6499075940209,11.2947093195655,0 -24.2999085503729,14.3656537592285,0 -24.0749087097649,14.8011542247916,0 -23.3999091879409,16.102325595803,0 -21.1499107818608,19.9526229051643,0 -18.4499126945648,24.9413631717539,0 -17.7749131727408,27.7635885260577,0 -17.470384579878,28.2756062440834,0 -17.0999136509168,28.9515547321933,0 -17.1985463935445,29.6902687982639,0 -17.5452014214083,32.0743186555921,0 -17.3249134915248,32.8123187832877,0 -17.0999136509168,33.1897146646004,0 -13.9499158824048,35.4197805170805,0 -12.1499171575408,36.5123882123937,0 -9.44991907024474,37.8567399756585,0 -8.8695972157252,37.957215275192,0</coordinates></LineString><LineString><coordinates>-46.3280667735439,-23.961845467703,0 -44.5498942050931,-24.9983139119399,0 -41.399896436581,-25.1341865470612,0 -36.674899783813,-24.1115027342574,0 -31.0499037686129,-18.0264263837134,0 -29.2499050437489,-13.6989872696108,0 -28.5749055219249,-9.29042430103552,0 -30.8249039280049,-4.15276774801369,0 -35.099900899557,0.568578852526363,0</coordinates></LineString><LineString><coordinates>-23.5212103715412,14.9230342390968,0 -23.8499088691569,14.8011542247916,0 -24.0749087097649,14.8011542247916,0</coordinates></LineString><LineString><coordinates>-17.0999136509168,33.1897146646004,0 -16.8749138103088,32.8123187832877,0 -16.908898161234,32.6472769656378,0</coordinates></LineString></MultiGeometry>","10,119 km",Q4 2019,"Telebras,  IslaLink",http://www.islalink.es,
gulf2africa-g2a,1850,"[{""landing_point_id"":10093,""name"":""Berbera, Somalia"",""latlon"":""10.435112,45.010874""},{""landing_point_id"":16373,""name"":""Bosaso, Somalia"",""latlon"":""11.275566,49.187922""},{""landing_point_id"":5924,""name"":""Salalah, Oman"",""latlon"":""17.095827,54.148076""}]",Gulf2Africa (G2A),#b6b8ba,"<MultiGeometry><LineString><coordinates>49.1879300151528,11.2755557107515,0 48.6000398066198,13.4921281764642,0</coordinates></LineString><LineString><coordinates>54.1480827513341,17.0958259919584,0 54.0000359812118,16.5341961982597,0 52.6500369375638,15.4527609593222,0 48.6000398066198,13.4921281764642,0 45.4500420381077,12.6153955673934,0 45.0108821929627,10.9264513746211,0 45.0108821929627,10.4351158293461,0</coordinates></LineString></MultiGeometry>","1,500 km",December 2017,"Omantel,  Golis Telecommunications,  Telesom,  Ethio Telecom",,
pencan-7,1852,"[{""landing_point_id"":10726,""name"":""Alta Vista, Canary Islands, Spain"",""latlon"":""27.999496,-15.699962""},{""landing_point_id"":7777,""name"":""Chipiona, Spain"",""latlon"":""36.731303,-6.428872""}]",Pencan-7,#4abfa7,"<MultiGeometry><LineString><coordinates>-6.42887628850481,36.7312973671002,0 -7.19992066416472,36.6027547403299,0 -8.54991970781273,35.9679743475934,0 -9.67491891085274,35.4197805170805,0 -11.6999174763248,33.9396400883196,0 -15.0749150854448,29.7360694972921,0 -15.6054811158368,29.0978304930844,0 -15.8243774451436,28.2601889548169,0 -15.6999634707797,27.9997592045882,0</coordinates></LineString></MultiGeometry>","1,400 km",October 2011,Telefonica,,
nigeria-cameroon-submarine-cable-system-ncscs,1821,"[{""landing_point_id"":10095,""name"":""Kribi, Cameroon"",""latlon"":""2.932918,9.910414""},{""landing_point_id"":3280,""name"":""Lagos, Nigeria"",""latlon"":""6.438874,3.423210""}]",Nigeria Cameroon Submarine Cable System (NCSCS),#37b54a,"<MultiGeometry><LineString><coordinates>3.42350931009782,6.43906892991951,0 3.82507152562736,4.16491284997696,0 5.40007040988339,3.04215604242589,0 6.30006977231538,2.81745044265415,0 8.10006849717941,2.70508116033588,0 9.00006785961142,2.81745044265415,0 9.91022346484863,2.93312484560912,0</coordinates></LineString></MultiGeometry>","1,100 km",December 2015,Camtel,,
san-andres-isla-tolu-submarine-cable-sait,1843,"[{""landing_point_id"":15182,""name"":""San Andres, Colombia"",""latlon"":""12.584696,-81.700565""},{""landing_point_id"":5808,""name"":""Tolu, Colombia"",""latlon"":""9.496294,-75.558564""}]",San Andres Isla Tolu Submarine Cable (SAIT),#c38d2c,"<MultiGeometry><LineString><coordinates>-81.7005514809689,12.5847075881584,0 -78.2998702962933,10.4108165054027,0 -76.4998715714293,9.96791518697424,0 -75.5586613006915,9.49638398339625,0</coordinates></LineString></MultiGeometry>",826 km,December 2010,Energía Integral Andina,,
lynn-canal-fiber,1840,"[{""landing_point_id"":16207,""name"":""Haines, Alaska, United States"",""latlon"":""59.235833,-135.444997""},{""landing_point_id"":4816,""name"":""Juneau, Alaska, United States"",""latlon"":""58.299506,-134.406863""},{""landing_point_id"":5765,""name"":""Lena Point, Alaska, United States"",""latlon"":""58.550946,-134.747293""},{""landing_point_id"":16208,""name"":""Skagway, Alaska, United States"",""latlon"":""59.458343,-135.313894""}]",Lynn Canal Fiber,#46c0b3,"<MultiGeometry><LineString><coordinates>-135.313892407025,59.4583429618867,0 -135.385080711087,59.3004147016521,0 -135.445001933287,59.2358384619812,0 -135.349982469349,59.0826152799561,0 -135.251541987328,58.9614088968811,0 -135.201691558775,58.8088269524038,0 -135.070292115727,58.6845174302831,0 -135.023902378082,58.5920175823711,0 -134.747291245911,58.5510514693153,0 -134.801392770085,58.4265614532998,0 -134.729960325571,58.3695544323289,0 -134.704130265744,58.3666606857992,0 -134.605012293968,58.3837124430097,0 -134.513892973752,58.370040968179,0 -134.400813219875,58.2995771613047,0</coordinates></LineString></MultiGeometry>",138 km,October 2016,Alaska Power & Telephone Company (AP&T),http://www.aptalaska.com,
hifn-hawaii-island-fibre-network,1456,"[{""landing_point_id"":16121,""name"":""Kaunakakai, HI, United States"",""latlon"":""21.093359,-157.023893""},{""landing_point_id"":8973,""name"":""Kawaihae, Hawaii, United States"",""latlon"":""20.039990,-155.831413""},{""landing_point_id"":7795,""name"":""Kihei, Maui, HI, United States"",""latlon"":""20.782153,-156.463103""},{""landing_point_id"":16116,""name"":""Koko Head, HI, United States"",""latlon"":""21.277563,-157.696012""},{""landing_point_id"":4822,""name"":""Lihue, HI, United States"",""latlon"":""21.974938,-159.368570""},{""landing_point_id"":5760,""name"":""Makaha, Hawaii, United States"",""latlon"":""21.460265,-158.206070""},{""landing_point_id"":16122,""name"":""Manele Bay, HI, United States"",""latlon"":""20.743432,-156.896891""}]",HIFN (Hawaii Island Fibre Network),#d3db27,"<MultiGeometry><LineString><coordinates>-157.552205205442,20.7327522915314,0 -157.134184871689,20.9744059890664,0 -157.023885267209,21.0933556520546,0</coordinates></LineString><LineString><coordinates>-156.759725298092,20.6364576401105,0 -156.896884929931,20.7464514930853,0</coordinates></LineString><LineString><coordinates>-157.696003931698,21.2775621228443,0 -157.746003896278,21.1739685311776,0 -157.746003896278,20.89386750703,0 -157.552205205442,20.7327522915314,0 -157.347325589838,20.5623222186262,0 -156.896884929931,20.5623222186262,0 -156.759725298092,20.6364576401105,0 -156.463096174731,20.7821549117556,0 -156.502645402085,20.5176041713771,0 -156.173595952569,20.2821855141692,0 -155.831405643222,20.0399869313702,0</coordinates></LineString><LineString><coordinates>-159.368562866471,21.9749433208738,0 -159.179604260097,21.9246729513163,0 -158.961243513907,21.5315937495707,0 -158.456063512894,21.4602658542789,0 -158.206013336028,21.4605385114996,0</coordinates></LineString></MultiGeometry>",529 km,June 1997,"TW Telecom,  Hawaiian Telcom",,
hics-hawaii-inter-island-cable-system,1455,"[{""landing_point_id"":8973,""name"":""Kawaihae, Hawaii, United States"",""latlon"":""20.039990,-155.831413""},{""landing_point_id"":7795,""name"":""Kihei, Maui, HI, United States"",""latlon"":""20.782153,-156.463103""},{""landing_point_id"":16118,""name"":""Ko Olina, HI, United States"",""latlon"":""21.339697,-158.119498""},{""landing_point_id"":16116,""name"":""Koko Head, HI, United States"",""latlon"":""21.277563,-157.696012""},{""landing_point_id"":4822,""name"":""Lihue, HI, United States"",""latlon"":""21.974938,-159.368570""}]",HICS (Hawaii Inter-Island Cable System),#ca2d41,"<MultiGeometry><LineString><coordinates>-157.696003931698,21.2775621228443,0 -157.696003931698,21.1739685311776,0 -157.27989552286,21.0011209584723,0 -157.007335596315,21.0115138869727,0 -156.897275554654,21.0001180937466,0 -156.753576010456,20.8801816978443,0 -156.713095997629,20.7821549117556,0 -156.563195285949,20.6885410827844,0 -156.463096174731,20.7821549117556,0 -156.513195321369,20.6417581745871,0 -156.463096174731,20.5482406452332,0 -156.139025664559,20.3160742449231,0 -155.831405643222,20.0399869313702,0</coordinates></LineString><LineString><coordinates>-159.368562866471,21.9749433208738,0 -159.268463755253,21.8820877585706,0 -159.031743647069,21.4558123808088,0 -158.343513238622,21.2337849560087,0 -158.119494537455,21.3397015010228,0</coordinates></LineString></MultiGeometry>",479.081 km,July 1994,Hawaiian Telcom,,
unisur,1132,"[{""landing_point_id"":3330,""name"":""Las Toninas, Argentina"",""latlon"":""-36.472532,-56.695487""},{""landing_point_id"":5963,""name"":""Maldonado, Uruguay"",""latlon"":""-34.900389,-54.950175""}]",Unisur,#b05c3a,"<MultiGeometry><LineString><coordinates>-54.9420743431751,-34.9225621388696,0 -55.3498865542771,-35.5930288096141,0 -55.7998862354931,-35.9581181986491,0 -56.6954422416979,-36.4709589201606,0</coordinates></LineString></MultiGeometry>",265 km,March 1995,"Antel Uruguay,  Telxius",,
transcan-3,1449,"[{""landing_point_id"":5721,""name"":""Gran Canaria, Canary Islands, Spain"",""latlon"":""27.957760,-15.596593""},{""landing_point_id"":7781,""name"":""Lanzaarote, Canary Islands, Spain"",""latlon"":""29.038509,-13.650402""}]",TRANSCAN-3,#d9282a,"<MultiGeometry><LineString><coordinates>-13.6504043758315,29.0385083344733,0 -13.9004041987293,29.0385083344733,0 -14.3999155636208,28.8530672552264,0 -14.8499152448368,27.9625033599725,0 -15.5965944033823,27.9577592155721,0</coordinates></LineString></MultiGeometry>",210 km,2000,Telefonica,,
northern-lights,1836,"[{""landing_point_id"":16020,""name"":""Dunnet Head, United Kingdom"",""latlon"":""58.670331,-3.376579""},{""landing_point_id"":16021,""name"":""Skaill, United Kingdom"",""latlon"":""59.051459,-3.354948""}]",Northern Lights,#b4c235,"<MultiGeometry><LineString><coordinates>-3.35495268485112,59.0514575902587,0 -3.59992321443669,58.9911767026986,0 -3.59992321443669,58.7585689448829,0 -3.37658352890262,58.6703280179616,0</coordinates></LineString></MultiGeometry>",67 km,2008,BT,,
swansea-brean,1835,"[{""landing_point_id"":5736,""name"":""Brean, United Kingdom"",""latlon"":""51.293735,-3.010905""},{""landing_point_id"":3145,""name"":""Oxwich Bay, United Kingdom"",""latlon"":""51.557785,-4.169596""}]",Swansea-Brean,#ca6f30,"<MultiGeometry><LineString><coordinates>-4.16950288906613,51.5580945703804,0 -4.04992289565272,51.4818639629484,0 -3.01086113173381,51.2936449184817,0</coordinates></LineString></MultiGeometry>",97 km,1993,Vodafone,,
jambi-batam-cable-system-jiba,1832,"[{""landing_point_id"":5862,""name"":""Batam, Indonesia"",""latlon"":""1.134726,103.962506""},{""landing_point_id"":9719,""name"":""Jambi, Indonesia"",""latlon"":""-1.590004,103.609967""}]",Jambi-Batam Cable System (JIBA),#58419a,"<MultiGeometry><LineString><coordinates>103.962598243514,1.13472453594225,0 103.878125647105,1.13472453594225,0 103.894922510206,1.05173189906894,0 104.030664601545,0.954578903480858,0 104.00625055634,0.740369216163346,0 104.00625055634,0.118588418888384,0 104.00625055634,-0.331409329660171,0 103.72500075558,-1.00635895122472,0 103.609961774575,-1.58999523358274,0</coordinates></LineString></MultiGeometry>",420 km,2014,Moratelindo,http://www.moratelindo.co.id,
segunda-fos-canal-de-chacao,1830,"[{""landing_point_id"":16013,""name"":""Linao, Chile"",""latlon"":""-41.991132,-73.504463""},{""landing_point_id"":16012,""name"":""Meimen, Chile"",""latlon"":""-41.806928,-73.155293""}]",Segunda FOS Canal de Chacao,#a0a338,"<MultiGeometry><LineString><coordinates>-73.1552938626346,-41.8069402952934,0 -73.2526570749116,-41.8724200045656,0 -73.5044635371545,-41.9911307726805,0</coordinates></LineString></MultiGeometry>",40 km,January 2015,Gtd Teleductos S.A.,http://www.telsur.cl/empresas/,
sistem-kabel-rakyat-1malaysia-skr1m,1828,"[{""landing_point_id"":7811,""name"":""Bintulu, Malaysia"",""latlon"":""3.197005,113.068361""},{""landing_point_id"":6011,""name"":""Cherating, Malaysia"",""latlon"":""4.130232,103.393658""},{""landing_point_id"":6009,""name"":""Kota Kinabalu, Malaysia"",""latlon"":""5.981330,116.074316""},{""landing_point_id"":7808,""name"":""Kuching, Malaysia"",""latlon"":""1.520175,110.353714""},{""landing_point_id"":5902,""name"":""Mersing, Malaysia"",""latlon"":""2.295516,103.849908""},{""landing_point_id"":7809,""name"":""Miri, Malaysia"",""latlon"":""4.425300,114.007423""}]",Sistem Kabel Rakyat 1Malaysia (SKR1M),#b74e27,"<MultiGeometry><LineString><coordinates>103.850684260295,2.29570682843529,0 104.400000277404,2.53650784651094,0 105.749999321052,3.21065470147836,0 107.0999983647,3.82823430332112,0 107.999997727132,4.38928592605097,0 108.449997408348,4.38928592605097,0 108.899997089564,4.16491284997696,0 109.799996451996,2.36791255870535,0 110.249996133212,1.91822878021566,0 110.353706997243,1.52016693991363,0 110.47499597382,1.91822878021566,0 110.699995814428,2.36791255870535,0 111.59999517686,3.04215604242589,0 112.499994539292,3.26681481681573,0 113.068353511661,3.1970042048973,0 113.174994061116,3.7159781192981,0 113.399993901724,4.16491284997696,0 114.007415346421,4.42531186665194,0 114.074993423548,5.06198695441612,0 115.649992307804,5.95781868108861,0 116.074308413465,5.98132332237813,0 115.649992307804,6.06969946973602,0 110.699995814428,5.51007171180323,0 107.999997727132,5.06198695441612,0 103.72500075558,4.38928592605097,0 103.395215832953,4.11630961071919,0</coordinates></LineString></MultiGeometry>","3,800 km",September 2017,"Telekom Malaysia,  TIME dotCom",http://www.tm.com.my,
